source_pack,source_path,sha256,organized_path,status
lpc-helmets-mega-pack_build.zip,_build/visors/grated/n.png,06ab142c3bad172a564f50931dd667c07af918ed7298107b0c41f79cd761cc8f,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/grated/n.png/n.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/grated/s-hurt4.png,017fac989ecc89c43e18fb7fb7e602a9f8c5f5e0c4e934cee7d07a7f7677de90,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/grated/s-hurt4.png/s-hurt4.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/grated/w.png,c052fa4a28a8a46353dbb97633a6ad12329396cac182032af6e096e00c769b15,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/grated/w.png/w.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/grated/s.png,56d93c1422e978d66af4865cd75bc10a13e5453b49a8d26326fcb15ac27a7a68,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/grated/s.png/s.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/grated/e.png,7c34778947baf24cbabd7a48de446de353c9c967093f96e01b918205dd088250,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/grated/e.png/e.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/slit/s-hurt3.png,02748f110a87cc07113c83fe4923d6cf38f846a95e8c579fe557c6872672654b,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/slit/s-hurt3.png/s-hurt3.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/slit/s-hurt2.png,d164abf629af01d9816e7814e133b7f71a72f25420e86611ac67859efc471a1d,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/slit/s-hurt2.png/s-hurt2.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/slit/n.png,bbe06fe32ef6955da883e4decabf10c7f597b858cb37b2f7b06ae0ae1481bf56,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/slit/n.png/n.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/slit/s-hurt5.png,13f97d6cb4d6fd036c0418c25502bf53417573c630d37308dc8df255ae87b31f,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/slit/s-hurt5.png/s-hurt5.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/slit/s-hurt4.png,00b49310675581ca821c5505014ca8b77b36294e08fcc1bd696c98a1c0d2b748,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/slit/s-hurt4.png/s-hurt4.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/slit/w.png,09ece3862a4152a0c292e0ea8d85f06a7d413b7627d3b585d78cd1a07dbebc57,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/slit/w.png/w.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/slit/s.png,303447fabf21ede188c4ad6e7326bc4ecbd6451aa127f346879165294033ebdf,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/slit/s.png/s.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/slit/e.png,145aca7405f9444ca01b2dd47c395f4c029200d4c20a7779016ec5d306295134,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/slit/e.png/e.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/slit_narrow/s-hurt3.png,0e3b0d8b6dcd61bd9b061ab5d0db30ffa4fff578153a36eaae6abaf6644cf612,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/slit_narrow/s-hurt3.png/s-hurt3.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/slit_narrow/s-hurt2.png,cb96f5eab660d68445bcb86c1f3dc7498e56a06e62e4e9f85c8dc9a8cf882702,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/slit_narrow/s-hurt2.png/s-hurt2.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/slit_narrow/s-hurt4.png,4f82c30b3f359d1d404ca633269ba0519875d1929fdbe8646e8f2dc7a1b4d3fe,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/slit_narrow/s-hurt4.png/s-hurt4.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/slit_narrow/w.png,3fc7a7ab8b663bc21907723e709aed04735389f52b17c0703c8dceee80effca4,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/slit_narrow/w.png/w.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/slit_narrow/s.png,df6cdca2e4dbda927266e89d88d1243bd6f81bcfcd00eefd557486968ede2fe2,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/slit_narrow/s.png/s.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/slit_narrow/e.png,42ec4ea9a403881c039347abb3c506a1d93a8d17738ff0c6757001f5c4bdaa4e,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/slit_narrow/e.png/e.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/round_raised/s-hurt3.png,d988fff429e42e10c011c44697fb5a35b3ad4a38461988a9ff34457594538c79,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/round_raised/s-hurt3.png/s-hurt3.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/round_raised/s-hurt2.png,5195009434bde65a7bd967603d8385c3ae01499c7ddfbfd43e0c8a4e3adbc59d,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/round_raised/s-hurt2.png/s-hurt2.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/round_raised/n.png,633707a7edd57803ba736b62a7a1bf7b1add60f5ff7f9a7bd3725aa2d649c412,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/round_raised/n.png/n.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/round_raised/s-hurt4.png,15baa90e927795d77d857a4ca6941257476c5ec3442c73da33c2ddb7dc8fb985,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/round_raised/s-hurt4.png/s-hurt4.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/round_raised/w.png,01db0a3e37446f1bb1baaae01c213bf914fce1b9a3ebc415d25763a40e17ab35,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/round_raised/w.png/w.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/round_raised/s.png,20345f8b110fa3babd02c3945c6b287a4cdbd883bcf9788950216f4f0c383775,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/round_raised/s.png/s.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/round_raised/e.png,43d552f2debc7857bf05dada0794e3ac05182a077d6992c4b7640dea1db78514,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/round_raised/e.png/e.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/pigface/s-hurt3.png,08539bb468c55b145998bc81f81fe28b64f508a9c0e8fec73ed88b3d5d05ee49,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/pigface/s-hurt3.png/s-hurt3.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/pigface/s-hurt2.png,70d3208a42548891067fe241e93665e18e76b8c12b9b1826459c50d504dadcaa,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/pigface/s-hurt2.png/s-hurt2.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/pigface/n.png,94a89371ca6bec35b5a33290f2c632e24063f735295cfe3b7964233a065faf54,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/pigface/n.png/n.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/pigface/s-hurt4.png,6296321ffba47b5e45d5f7ab24ffcde2755abfce226389364074e4a1eb1c2928,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/pigface/s-hurt4.png/s-hurt4.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/pigface/w.png,04283be74cd18a914484e2f1b8ff2271315de130e11c58494b33be04ae36df59,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/pigface/w.png/w.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/pigface/e.png,fcad427c3974a6d75ca967d4b7c23192c3f1505c8e5ea6dd867d8148600475ea,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/pigface/e.png/e.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/grated_narrow/s-hurt4.png,162be47fb812dfbcf6e7ae4dc87931886903f01f56b5d1dff847e86d4f1dfc4a,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/grated_narrow/s-hurt4.png/s-hurt4.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/grated_narrow/w.png,7e6b7264c61e2ab1a2d2aed35dc970171cde1fa2b52cdb1c6772dff3640fcd79,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/grated_narrow/w.png/w.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/grated_narrow/s.png,24586a346670689c282655a0e1587d2ba1a9ff2fb6d2b5818e6e3541a75a8605,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/grated_narrow/s.png/s.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/grated_narrow/e.png,d03a63bbfb2674ad9dd0f29677d5908d036060300469b5d7bd07fddd712dfae0,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/grated_narrow/e.png/e.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/horned/s-hurt3.png,3e214ace15bff3c870e5cf7d332dfa663be241e62a652a3b13080e104b285d7d,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/horned/s-hurt3.png/s-hurt3.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/horned/s-hurt2.png,4b0d3c4a1097687d2e4e412ee74526144336c8b1e04a695e428d03dfae7bff9a,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/horned/s-hurt2.png/s-hurt2.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/horned/s-hurt4.png,97ad4ae6d84b1dd3ba34784e9edcc7abeeeea2ef83dc3bad73a9db5cd14ccfb6,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/horned/s-hurt4.png/s-hurt4.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/horned/w.png,a34fbcf83ef2209f1d9ad51d9d141d028257e4c8252c7849d4ae86a1ca70a1bf,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/horned/w.png/w.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/horned/s.png,fedd7d505df1e826aaaaa60f3dc12b90fef67ef6a736dbf1eaa436881055bae6,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/horned/s.png/s.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/horned/e.png,0230db6d9e4c61349f133093732e43f6c7f4de22f4901bd788eca9ebff7eca6f,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/horned/e.png/e.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/round/s-hurt3.png,bf083b691df62864af98a0c0bec111048e24b61b78c50b961bad744dae387be5,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/round/s-hurt3.png/s-hurt3.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/round/s-hurt2.png,4f8f80621bb1c07fb0ff997c6640ed79bb6d25686fe3ff8182a32a3a8cabdfb9,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/round/s-hurt2.png/s-hurt2.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/round/s-hurt5.png,8d3f7abbea19df741c8156cf54019b322907ef261bf5889b2812199ac0b47767,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/round/s-hurt5.png/s-hurt5.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/round/s-hurt4.png,9b62f9ddb366d5c2daa62509f89ef2a49609c5d6a1f88c37060adb5685a1ec54,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/round/s-hurt4.png/s-hurt4.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/round/w.png,85d80b01b5f9279d98d657d667725ee80eda4837e4e150b5783ace16760bfd33,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/round/w.png/w.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/round/s.png,98f10f34547d114ea77c94051d6d7529211bfc1b4fe880d052fadfe0f4631c2c,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/round/s.png/s.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/visors/round/e.png,29459f2661431368bff504555f22d89e5ad0170bab0e3e9c76e19694ece7d788,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/visors/round/e.png/e.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/barbuta_simple/s-hurt3.png,158297e8f919feeef293386b20d930fef5415c36d80a2c34bb021c2e3214d25a,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/barbuta_simple/s-hurt3.png/s-hurt3.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/barbuta_simple/s-hurt2.png,91598d4cf7f332b97465f19012a608270fa03199eeb1b6612afc715461a8305b,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/barbuta_simple/s-hurt2.png/s-hurt2.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/barbuta_simple/n.png,a426e3c6897dd694f83d1fa7a01d03cd3c555d7628491f9c997717fa893eea72,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/barbuta_simple/n.png/n.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/barbuta_simple/s-hurt5.png,93631124e0cb3356a9be51391f6257b1b23c6ec31bce4ab9cf09ee02ecb9f344,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/barbuta_simple/s-hurt5.png/s-hurt5.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/barbuta_simple/s-hurt4.png,90d2add2b3a905eefcd200f6eba6311095ec5c9837a24321aac8a4e52e8055a0,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/barbuta_simple/s-hurt4.png/s-hurt4.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/barbuta_simple/w.png,c2a5e0755ac4811e08f23491c51067a097f406ec2e8b1556f77e4a81df739ba6,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/barbuta_simple/w.png/w.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/barbuta_simple/s.png,e0a2e3ec612a36b75bb4847da00a28db1884d83acae0a7c63a37a85ae00116da,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/barbuta_simple/s.png/s.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/barbuta_simple/e.png,8a85bbf3d4aa3b7d3264f6cf3f131f063a8b9c96f29cff897aba6c42e30dfd84,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/barbuta_simple/e.png/e.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/flattop/s-hurt3.png,f55443ca01f793b7efe467324b85c49589005c71fdb0fbd70bd9ce87a071fd96,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/flattop/s-hurt3.png/s-hurt3.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/flattop/s-hurt2.png,83739c8e9ba2b59a302ff278e7340931045d85e0cf0ab2a62340d61066e551c0,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/flattop/s-hurt2.png/s-hurt2.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/flattop/n.png,40c25978490342f096c501fd9e9aede92144b361c45391c39dedb9a92db1122a,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/flattop/n.png/n.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/flattop/s-hurt5.png,aa3c7e10569f4d9c5bd2bbbe3d770d53f57a8d8e716fae8fb66caa97d76a422c,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/flattop/s-hurt5.png/s-hurt5.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/flattop/s-hurt4.png,d5abc4e33694c42f603a11f45519ffbd5c99084f6649bf41487d8f49bceff78c,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/flattop/s-hurt4.png/s-hurt4.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/flattop/w.png,5c5dcb56db9ae5d46b459057002177b94bdcfacb19389daa974f2b517b954101,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/flattop/w.png/w.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/flattop/s.png,d826e79403a133fc9f614cc0c6d739f5206495b1ad240c3dd1510d8ce31c4e3a,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/flattop/s.png/s.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/flattop/e.png,d35e8333782b3c29d2b279a9204d4e7a6e6528c2f372fda65045e06abb014431,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/flattop/e.png/e.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/spangenhelm/s-hurt3.png,59c288b0336a036544fce8fdc3df4ec30ef7a05c51489fc4e925795dd655d130,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/spangenhelm/s-hurt3.png/s-hurt3.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/spangenhelm/s-hurt2.png,2e116761d46ed91c483e1c8fe914c265beb8311989b3786984539defc5e32656,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/spangenhelm/s-hurt2.png/s-hurt2.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/spangenhelm/n.png,dfd767b0332f3df54b2e9ce52b4981306ef188918900e6bcce3137a904919af2,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/spangenhelm/n.png/n.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/spangenhelm/s-hurt5.png,92308b4f89d3722e72bf15e1bc7f61b90a2469f64f8241e1ffb098e7e4cf1bce,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/spangenhelm/s-hurt5.png/s-hurt5.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/spangenhelm/s-hurt4.png,2d4271dcc1d80fa5f2d1114182ed2fe88a7906237ab29b5b6f4092bb1590f7d3,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/spangenhelm/s-hurt4.png/s-hurt4.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/spangenhelm/w.png,96987f881464473563780cedb45efacbc0230015381a161a6c74363cb729d9ec,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/spangenhelm/w.png/w.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/spangenhelm/e.png,880ff1ec294abfa3b98d0abdcbd3e8b20b866fc3b7b49a3b9c004cc8074bb4f5,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/spangenhelm/e.png/e.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/barbuta/s-hurt3.png,0c35499e717bcfce4c1d7ee348d124d47b6ba5929fd0dc9604f1df03508793e5,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/barbuta/s-hurt3.png/s-hurt3.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/barbuta/s-hurt2.png,3845d739f4643c316f72c1753c79c89afc5a8df4ab5edfc3411a11ac8fd109a0,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/barbuta/s-hurt2.png/s-hurt2.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/barbuta/n.png,0cac921ee2826e78f30772da0948e404a68c6414be4614179c4e5bd16ab5804d,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/barbuta/n.png/n.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/barbuta/w.png,169b5cce8309859fe60a80a65ab15da4af2c3b7749b8c751922e55833c7c8224,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/barbuta/w.png/w.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/barbuta/s.png,ce821b83c9c0acdfcf803ddc7bb1263614715679447b8381d024a821fb1ddf17,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/barbuta/s.png/s.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/barbuta/e.png,6fdecb5a99845f8715ad2ac948b139220760138fad98ddbde075cb80eb67a77d,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/barbuta/e.png/e.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/norman/s-hurt3.png,ee5415356dae638acd3ad30d5c5c0d957715b8028d0b95ff7740856f3cd2d109,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/norman/s-hurt3.png/s-hurt3.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/norman/s-hurt2.png,4360e867954c856166a145e29e821c93983db4cb4b9871bde8237bf30b100e50,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/norman/s-hurt2.png/s-hurt2.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/norman/n.png,122be572d21cd549e72af42cc7938f4f16205b588877f4378ae7299a7881c570,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/norman/n.png/n.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/norman/s-hurt5.png,4a4d867f8e13043f6878da2289f18f20a481b20e00c5b73d3e179e7d9166f946,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/norman/s-hurt5.png/s-hurt5.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/norman/s-hurt4.png,c0864c96e58f42d72b59feb0ad09917b612470e318fb6f68b0b6c4b1b5e8d9d9,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/norman/s-hurt4.png/s-hurt4.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/norman/w.png,2d760b04934e894728ce93a32d64a32b78f29454bd16205ea6126a5013c92182,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/norman/w.png/w.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/norman/s.png,949ef3106444cccb3a92c8f1701e869bebea47693303e3a10cf6184713ecea2b,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/norman/s.png/s.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/norman/e.png,1d65a279a2a2ccf5e25916fce1d1cc1d8e9a56913b0f730294f30ce5fefca1eb,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/norman/e.png/e.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/close/s-hurt3.png,a18bb57bdf7570c1bf6b12adfae7ba539f5ab4cfa337d0c1b8647b1c6f1e7950,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/close/s-hurt3.png/s-hurt3.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/close/s-hurt2.png,99b76e222b665cb3e31dfb3898e4459ec3838dacd93478c362b0142111d00827,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/close/s-hurt2.png/s-hurt2.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/close/n.png,4f3690d9bf6135528a449a88d7aa26fe8bc4ed312ee6430b52b82a9117c26415,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/close/n.png/n.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/close/s-hurt5.png,e1c9c0ad5917ecd5cf492c589f42b4856dc6770c3d403b81d498afea9ee9fc9d,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/close/s-hurt5.png/s-hurt5.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/close/s-hurt4.png,ac487380ec04ce6828b76a9463fb7c17616dd31e1447627ec3788936966dff3a,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/close/s-hurt4.png/s-hurt4.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/close/w.png,d66d4ddbf4282951b66d3ce927188f304d416761018634dc2c7c22487fba05ef,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/close/w.png/w.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/close/s.png,11e56cf25c2859ecd4641570bacfc3b4e3b6e695e554aa18681459022cd27c01,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/close/s.png/s.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/close/e.png,848384701a0fd5249e78925516443a9996ea0d319d0fb869e6e484ad9abda4d9,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/close/e.png/e.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/sugarloaf_simple/s-hurt3.png,c150e72afa2e343d8d86115bbae31a64b14efd3f1ca5b75fc5f724a9aa3f2442,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/sugarloaf_simple/s-hurt3.png/s-hurt3.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/sugarloaf_simple/s-hurt2.png,34ecff3bbd9cf3908e70d0b92641a550da0e0b197d4987bd1de80d4458f339e5,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/sugarloaf_simple/s-hurt2.png/s-hurt2.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/sugarloaf_simple/n.png,ccafea96c27f51e27f7f581bc38a20974834f6eed89b719b32eafbb3c5c5ba11,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/sugarloaf_simple/n.png/n.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/sugarloaf_simple/s-hurt5.png,10943d7e10eeaec3e5f12651d8d347fe4ff3f22a9cea97a6816739593ef9b1bc,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/sugarloaf_simple/s-hurt5.png/s-hurt5.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/sugarloaf_simple/s-hurt4.png,0c5aa775d940131c887cf864e4e2fd8b89eeec529cdc6fa9ef58e85fb7e8a473,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/sugarloaf_simple/s-hurt4.png/s-hurt4.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/sugarloaf_simple/w.png,79f25e32952a4bcdb34c02d77fbcafa0eb5652e9e05eebf598fd7f850a6970ea,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/sugarloaf_simple/w.png/w.png,ADDED
lpc-helmets-mega-pack_build.zip,_build/helmets/sugarloaf_simple/s.png,c1f4f6baa8c8cba0636edd3bf6d7f02f7935d96863c43f6a6d6e10a7f340ee8c,01_CHARACTERS/Helmets/LPC_Helmets_Mega_Pack/helmets/sugarloaf_simple/s.png/s.png,ADDED
